ID,Organisation,Sector,Subsector,Services Provided,Province,Municipality,Barangay,Status,Beneficiaries,Beneficiary Type,,,,,,,,,
1334,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,76,individuals,,,,,,,,,
1335,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1035,103502,West Poblacion,Finished,281,individuals,,,,,,,,,
1336,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,54,individuals,,,,,,,,,
1337,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,59,individuals,,,,,,,,,
1345,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,13,individuals,,,,,,,,,
1346,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,42,individuals,,,,,,,,,
1347,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103502,West Poblacion,Finished,10,individuals,,,,,,,,,
1352,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103502,West Poblacion,Finished,13,individuals,,,,,,,,,
1353,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103502,West Poblacion,Finished,7,individuals,,,,,,,,,
1356,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1360,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1361,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,105,individuals,,,,,,,,,
1362,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,2,individuals,,,,,,,,,
1365,Philippine Red Cross,Relief,Non-Food Items,Uratex Foam,1035,103502,West Poblacion,Finished,235,pcs,,,,,,,,,
1368,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1374,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,44,individuals,,,,,,,,,
1377,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1380,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,35,individuals,,,,,,,,,
1381,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,8,individuals,,,,,,,,,
1383,Philippine Red Cross,Relief,Non-Food Items,Uratex Foam,1035,103502,West Poblacion,Finished,165,pcs,,,,,,,,,
1385,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1388,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,92,individuals,,,,,,,,,
1389,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,75,individuals,,,,,,,,,
1397,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,46,individuals,,,,,,,,,
1398,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,52,individuals,,,,,,,,,
1405,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1407,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,152,individuals,,,,,,,,,
1408,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,2,individuals,,,,,,,,,
1409,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,38,individuals,,,,,,,,,
1410,Philippine Red Cross,Welfare,PSS,Welfare Desk,1035,103502,West Poblacion,Finished,,station,,,,,,,,,
1412,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,62,individuals,,,,,,,,,
1413,Philippine Red Cross,Welfare,Welfare,Welfare Desk,1035,103502,West Poblacion,Finished,,station,,,,,,,,,
1424,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1434,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,98,individuals,,,,,,,,,
1438,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,33,individuals,,,,,,,,,
1439,Philippine Red Cross,Welfare,Welfare,Welfare Desk,1035,103502,West Poblacion,Finished,,station,,,,,,,,,
1443,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,61,individuals,,,,,,,,,
1444,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,76,individuals,,,,,,,,,
1451,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,50,individuals,,,,,,,,,
1456,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1460,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1461,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,78,individuals,,,,,,,,,
1462,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,4,individuals,,,,,,,,,
1466,Philippine Red Cross,Health,Referral,Health Referral,1035,103502,East Poblacion,Finished,4,individuals,,,,,,,,,
1467,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,52,individuals,,,,,,,,,
1468,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,77,individuals,,,,,,,,,
1474,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,46,individuals,,,,,,,,,
1475,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,55,individuals,,,,,,,,,
1477,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1481,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1482,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,69,individuals,,,,,,,,,
1483,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,5,individuals,,,,,,,,,
1490,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1494,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,51,individuals,,,,,,,,,
1495,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,6,individuals,,,,,,,,,
1509,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,5,individuals,,,,,,,,,
1510,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,34,individuals,,,,,,,,,
1511,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1512,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1518,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,107,individuals,,,,,,,,,
1519,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,2,individuals,,,,,,,,,
1526,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,23,individuals,,,,,,,,,
1528,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,56,individuals,,,,,,,,,
1529,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,19,individuals,,,,,,,,,
1531,Philippine Red Cross,Welfare,RFL,Tracing,1035,103502,West Poblacion,Finished,1,individual,,,,,,,,,
1533,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1534,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1539,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,89,individuals,,,,,,,,,
1540,Philippine Red Cross,Welfare,PSS,Psychosocial Support (Film Showing),1035,103502,West Poblacion,Finished,67,individuals,,,,,,,,,
1541,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,45,individuals,,,,,,,,,
1544,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,25,individuals,,,,,,,,,
1546,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,43,individuals,,,,,,,,,
1547,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,72,individuals,,,,,,,,,
1553,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1557,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1559,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,71,individuals,,,,,,,,,
1560,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,4,individuals,,,,,,,,,
1561,Philippine Red Cross,Welfare,PSS,Psychosocial Support (Film Showing),1035,103502,West Poblacion,Finished,41,individuals,,,,,,,,,
1562,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,29,individuals,,,,,,,,,
1563,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1564,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1571,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,19,individuals,,,,,,,,,
1572,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,93,individuals,,,,,,,,,
1573,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,1,individual,,,,,,,,,
1576,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,34,individuals,,,,,,,,,
1577,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103502,West Poblacion,Finished,26,individuals,,,,,,,,,
1578,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,67,individuals,,,,,,,,,
1582,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1583,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,58,individuals,,,,,,,,,
1585,Philippine Red Cross,Welfare,Referral,Welfare Referral,1035,103502,West Poblacion,Finished,1,individual,,,,,,,,,
1594,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,10,individuals,,,,,,,,,
1595,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,89,individuals,,,,,,,,,
1596,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,4,individuals,,,,,,,,,
1599,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1601,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,61,individuals,,,,,,,,,
1607,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,56,individuals,,,,,,,,,
1608,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,2,individuals,,,,,,,,,
1610,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1617,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1618,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1619,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,68,individuals,,,,,,,,,
1624,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,11,individuals,,,,,,,,,
1625,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,43,individuals,,,,,,,,,
1631,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1634,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,106,individuals,,,,,,,,,
1636,Philippine Red Cross,Welfare,PSS,Psychosocial Support (Film Showing),1035,103502,West Poblacion,Finished,34,individuals,,,,,,,,,
1643,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1646,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,95,individuals,,,,,,,,,
1647,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,3,individuals,,,,,,,,,
1648,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1035,103502,West Poblacion,Finished,139,individuals,,,,,,,,,
1650,Philippine Red Cross,Health,Referral,Health Referral,1035,103502,East Poblacion,Finished,3,individuals,,,,,,,,,
1653,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1656,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1657,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,54,individuals,,,,,,,,,
1658,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,2,individuals,,,,,,,,,
1659,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1035,103502,West Poblacion,Finished,145,individuals,,,,,,,,,
1668,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,14,individuals,,,,,,,,,
1670,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,51,individuals,,,,,,,,,
1677,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1679,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,75,individuals,,,,,,,,,
1680,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,3,individuals,,,,,,,,,
1681,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1035,103502,West Poblacion,Finished,239,individuals,,,,,,,,,
1682,Philippine Red Cross,Welfare,PSS,Psychosocial Support (Film Showing),1035,103502,West Poblacion,Finished,63,individuals,,,,,,,,,
1683,Philippine Red Cross,Health,Referral,Health Referral,1035,103502,East Poblacion,Finished,3,individuals,,,,,,,,,
1684,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,40,individuals,,,,,,,,,
1687,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,54,individuals,,,,,,,,,
1688,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,13,individuals,,,,,,,,,
1697,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1701,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,77,individuals,,,,,,,,,
1703,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1706,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1708,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,63,individuals,,,,,,,,,
1709,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,7,individuals,,,,,,,,,
1718,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,47,individuals,,,,,,,,,
1719,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,8,individuals,,,,,,,,,
1720,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,13,individuals,,,,,,,,,
1721,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,9,individuals,,,,,,,,,
1732,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,43,individuals,,,,,,,,,
1733,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,1,individuals,,,,,,,,,
1735,Philippine Red Cross,Welfare,PSS,Psychosocial Support (Film Showing),1035,103502,West Poblacion,Finished,72,individuals,,,,,,,,,
1737,Philippine Red Cross,Health,Referral,Health Referral,1035,103502,East Poblacion,Finished,3,individuals,,,,,,,,,
1739,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,49,individuals,,,,,,,,,
1740,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,12,individuals,,,,,,,,,
1741,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,Landa Madrasah,Finished,148,individuals,,,,,,,,,
1742,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,21,individuals,,,,,,,,,
1746,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103502,Landa Madrasah,Finished,30,individuals,,,,,,,,,
1749,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1750,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1751,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1753,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,95,individuals,,,,,,,,,
1754,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,4,individuals,,,,,,,,,
1756,Philippine Red Cross,Health,Referral,Health Referral,1035,103502,East Poblacion,Finished,2,individuals,,,,,,,,,
1758,Philippine Red Cross,Relief,Food Items,Food Items (Assorted),1035,103502,West Poblacion,Finished,50,packs,,,,,,,,,
1759,Philippine Red Cross,Relief,Food Items,Food Items (Assorted),1035,103502,West Poblacion,Finished,74,packs,,,,,,,,,
1760,Philippine Red Cross,Relief,Food Items,Food Items (Assorted),1035,103502,Pacalundo,Finished,70,packs,,,,,,,,,
1761,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,53,individuals,,,,,,,,,
1762,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,22,individuals,,,,,,,,,
1763,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,Landa Madrasah,Finished,134,individuals,,,,,,,,,
1764,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,24,individuals,,,,,,,,,
1765,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,37,individuals,,,,,,,,,
1767,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103502,East Poblacion,Finished,16,individuals,,,,,,,,,
1768,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103502,Landa Madrasah,Finished,30,individuals,,,,,,,,,
1773,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1775,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,52,individuals,,,,,,,,,
1776,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,6,individuals,,,,,,,,,
1777,Philippine Red Cross,Health,Referral,Health Referral,1035,103502,East Poblacion,Finished,1,individuals,,,,,,,,,
1778,Philippine Red Cross,Welfare,Referral,Welfare Referral,1035,103502,Landa Madrasah,Finished,1,individuals,,,,,,,,,
1786,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,114,individuals,,,,,,,,,
1787,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,Landa Madrasah,Finished,48,individuals,,,,,,,,,
1788,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,15,individuals,,,,,,,,,
1793,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1798,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,68,individuals,,,,,,,,,
1800,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,17,individuals,,,,,,,,,
1801,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,Landa Madrasah,Finished,122,individuals,,,,,,,,,
1802,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,128,individuals,,,,,,,,,
1804,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,10,individuals,,,,,,,,,
1805,Philippine Red Cross,WASH,Water,Water,1035,103502,Pacalundo,Finished,,liters,,,,,,,,,
1806,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1809,Philippine Red Cross,Welfare,PSS,Psychosocial Support (Film Showing),1035,103502,West Poblacion,Finished,88,individuals,,,,,,,,,
1812,Philippine Red Cross,WASH,Water,Water,1035,103502,East Poblacion,Finished,,liters,,,,,,,,,
1818,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,17,individuals,,,,,,,,,
1819,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,15,individuals,,,,,,,,,
1820,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,138,individuals,,,,,,,,,
1821,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,Landa Madrasah,Finished,101,individuals,,,,,,,,,
1829,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,112,individuals,,,,,,,,,
1830,Philippine Red Cross,Welfare,PSS,Psychosocial Support (Film Showing),1035,103502,West Poblacion,Finished,137,individuals,,,,,,,,,
1831,Philippine Red Cross,Health,Referral,Health Referral,1035,103502,East Poblacion,Finished,6,individuals,,,,,,,,,
1832,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,71,individuals,,,,,,,,,
1833,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,40,individuals,,,,,,,,,
1834,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,Landa Madrasah,Finished,90,individuals,,,,,,,,,
1837,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1839,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1841,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,111,individuals,,,,,,,,,
1842,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,4,individuals,,,,,,,,,
1843,Philippine Red Cross,Health,Referral,Health Referral,1035,103502,East Poblacion,Finished,4,individuals,,,,,,,,,
1844,Philippine Red Cross,Welfare,Referral,Welfare Referral,1035,103502,West Poblacion,Finished,9,individuals,,,,,,,,,
1845,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,23,individuals,,,,,,,,,
1846,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,Landa Madrasah,Finished,48,individuals,,,,,,,,,
1847,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,30,individuals,,,,,,,,,
1854,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1857,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,102,individuals,,,,,,,,,
1858,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,3,individuals,,,,,,,,,
1859,Philippine Red Cross,Welfare,PSS,Psychosocial Support (Film Showing),1035,103502,West Poblacion,Finished,178,individuals,,,,,,,,,
1860,Philippine Red Cross,Health,Referral,Health Referral,1035,103502,East Poblacion,Finished,3,individuals,,,,,,,,,
1861,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,25,individuals,,,,,,,,,
1862,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,11,individuals,,,,,,,,,
1863,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,Landa Madrasah,Finished,86,individuals,,,,,,,,,
1871,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,77,individuals,,,,,,,,,
1872,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,4,individuals,,,,,,,,,
1873,Philippine Red Cross,Health,Referral,Health Referral,1035,103502,East Poblacion,Finished,4,individuals,,,,,,,,,
1874,Philippine Red Cross,Relief,Food Items,Food Items (Assorted),1035,103502,West Poblacion,Finished,50,packs,,,,,,,,,
1875,Philippine Red Cross,Relief,Food Items,Food Items (Assorted),1035,103502,Landa Madrasah,Finished,231,packs,,,,,,,,,
1876,Philippine Red Cross,Relief,Food Items,Food Items (Assorted),1035,103502,West Poblacion,Finished,74,packs,,,,,,,,,
1877,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,51,individuals,,,,,,,,,
1878,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,25,individuals,,,,,,,,,
1880,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,Landa Madrasah,Finished,88,individuals,,,,,,,,,
1881,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,24,individuals,,,,,,,,,
1885,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1889,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,61,individuals,,,,,,,,,
1890,Philippine Red Cross,Welfare,Referral,Welfare Referral,1035,103502,Landa Madrasah,Finished,11,individuals,,,,,,,,,
1891,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,Landa Madrasah,Finished,31,individuals,,,,,,,,,
1900,Philippine Red Cross,WASH,Water,Water,1035,103502,West Poblacion,Finished,,liters,,,,,,,,,
1901,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,61,individuals,,,,,,,,,
1902,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,East Poblacion,Finished,16,individuals,,,,,,,,,
1903,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,34,individuals,,,,,,,,,
1904,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,Landa Madrasah,Finished,41,individuals,,,,,,,,,
1905,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103502,West Poblacion,Finished,24,individuals,,,,,,,,,
1910,Philippine Red Cross,Health,Health,Health Care (BHCU),1035,103502,East Poblacion,Finished,73,individuals,,,,,,,,,
1911,Philippine Red Cross,Health,Transport,Ambulance Transport,1035,103502,East Poblacion,Finished,5,individuals,,,,,,,,,
